CUSTOMERID,STATE,LCPCOUNT,PRIVATELABELTENDERFLAG,TENURE_IN_MONTHS,CLOSESTSTOREDISTANCE,FEMALE,AGE,HS_DIPLOMA,SOME_COLLEGE,BACH_GRAD_DEG,LT_HS_DIPLOMA,MARRIED,MNGMNT_OFFICEADMIN,TECH_PROF,SALES_JOB,BLUE_COLLAR,FARMER,RETIRED,SFDU,MFDU,HOMEOWNER,INCOME,MAIL_RESP_MULTI,MAIL_RESP_SINGLE,LENGTH OF RESIDENCE,NUMBER OF PERSONS IN LIVING UNIT,NUMBER OF ADULTS IN LIVING UNIT,METRO,URBAN,MOR BANK: UPSCALE MERCHANDISE BUYER,MOR BANK: MALE MERCHANDISE BUYER,MOR BANK: FEMALE MERCHANDISE BUYER,MOR BANK: CRAFTS-HOBBY MERCHANDISE BUYER,MOR BANK: GARDENING-FARMING BUYER,MOR BANK: BOOK BUYER,MOR BANK: COLLECT-SPECIAL FOODS BUYER,MOR BANK: GIFTS AND GADGETS BUYER,MOR BANK: GENERAL MERCHANDISE BUYER,MOR BANK: FAMILY AND GENERAL MAGAZINE,MOR BANK: FEMALE ORIENTED MAGAZINE,MOR BANK: MALE SPORTS MAGAZINE,MOR BANK: RELIGIOUS MAGAZINE,MOR BANK: GARDENING-FARMING MAGAZINE,MOR BANK: CULINARY INTERESTS MAGAZINE,MOR BANK: HEALTH AND FITNESS MAGAZINE,MOR BANK: DO-IT-YOURSELFERS,MOR BANK: NEWS AND FINANCIAL,MOR BANK: PHOTOGRAPHY,MOR BANK: OPPORTUNITY SEEKERS AND CE,MOR BANK: RELIGIOUS CONTRIBUTOR,MOR BANK: POLITICAL CONTRIBUTOR,MOR BANK: HEALTH AND INSTITUTION CONTRIBUTOR,MOR BANK: GENERAL CONTRIBUTOR,MOR BANK: MISCELLANEOUS,MOR BANK: ODDS AND ENDS,MOR BANK: DEDUPED CATEGORY HIT COUNT,MOR BANK: NON-DEDUPED CATEGORY HIT COUNT,MORTGAGE-HOME PURCHASE: HOME PURCHASE PRICE,MOSAIC,CHILDREN,CAPE: AGE: POP: MEDIAN AGE,CAPE: AGE: POP: % 0-17,CAPE: AGE: POP: % 18-99+,CAPE: AGE: POP: % 65-99+,CAPE: ETHNIC: POP: % WHITE ONLY,CAPE: ETHNIC: POP: % BLACK ONLY,CAPE: ETHNIC: POP: % ASIAN ONLY,CAPE: ETHNIC: POP: % HISPANIC,CAPE: DENSITY: PERSONS PER HH FOR POP IN HH,CAPE: HHSIZE: HH: AVERAGE HOUSEHOLD SIZE,CAPE: TYP: HH: % MARRIED COUPLE FAMILY,CAPE: CHILD: HH: % WITH PERSONS LT18,CAPE: CHILD: HH: % MARR COUPLE FAMW- PERSONS LT18,CAPE: CHILD: HH: % MARR COUPLE FAMW-O PERSONS LT18,CAPE: LANG: HH: % SPANISH SPEAKING,CAPE: EDUC: POP25+: MEDIAN EDUCATION ATTAINED,CAPE: HOMVAL: OOHU: MEDIAN HOME VALUE,CAPE: BUILT: HU: MEDIAN HOUSING UNIT AGE,CAPE: TENANCY: OCCHU: % OWNER OCCUPIED,CAPE: TENANCY: OCCHU: % RENTER OCCUPIED,CAPE: EDUC: ISPSA,CAPE: EDUC: ISPSA DECILE,CAPE: INC: FAMILY INC STATE DECILE,CAPE: INC: HH: MEDIAN FAMILY HOUSEHOLD INCOME,FREQUENCY,QUANTITY,TOTALSALES,FREQUENCY_2Y,QUANTITY_2Y,TOTALSALES_2Y,1-Engagement Spend,2-Wedding Bands Spend,3-Fashion Diamonds Spend,4-Fashion Jewelry Spend,5-Close Out Spend,6-Promotional Items Spend,7-Cost Only Spend,8-Marketing Premium SKUs Spend,9-Repairs & Appraisals Spend,10-Pre Owned Spend,11-Watches Spend,12-Misc Merchandise Spend,15-Store Events Spend,16-Single Stone Jewelry Spend,MDAYREV_L1Y,MDAYREV_L2Y,MDAYREV_L3Y,MDAYREV_L4Y,MDAYQTY_L1Y,MDAYQTY_L2Y,MDAYQTY_L3Y,MDAYQTY_L4Y,MDAYSHOPPER_L1Y,MDAYSHOPPER_L2Y,MDAYSHOPPER_L3Y,MDAYSHOPPER_L4Y
9800,CA,2,N,85,4.322807867,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,38750,0,0,2,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,S68,0,38,21.2,78.8,28.9,54.5,14.1,3.3,43,2.05,2.05,21.7,25.3,5.9,15.8,21.1,11.6,65640,41,45.6,54.4,3039,2,0,36428,1,1,699.99,0,0,0,0,0,0,0,699.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9801,IL,1,N,18,21.7689437,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17500,0,0,22,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S69,0,34,26.6,73.4,10.5,44.3,45.2,0.6,1.7,2.54,2.54,36.2,27.9,13.5,22.7,4.3,11.8,85713,70,55.2,44.8,2757,0,2,60775,1,1,799.99,1,1,799.99,0,0,799.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9802,CA,2,N,159,4.298753588,0,47,0,1,0,0,0,0,0,0,1,0,0,1,0,1,106250,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I33,0,26,34.6,65.4,3.9,35.9,6.8,17,66.1,4.06,4.06,63.8,61.8,44.9,18.9,47.9,11.6,245172,13,74,26,2846,2,3,70178,2,2,179.98,1,1,79.99,0,0,0,179.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9803,IL,1,N,1,4.007640013,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,27500,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,G24,0,37,18.6,81.4,14.4,71.1,9.3,14.3,2.6,2.3,2.3,54.5,28.6,23.3,31.2,3.8,14.9,210979,16,65.7,34.3,4142,8,7,109976,1,1,349.99,1,1,349.99,0,0,0,349.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9804,GA,1,N,2,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,59.99,1,1,59.99,0,0,0,59.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9805,CO,1,N,282,1.420626837,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,106250,0,0,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O51,0,37,21.6,78.4,17.7,47.4,26.9,6,27.9,2.39,2.39,34.2,28.6,13.1,21.1,11.9,12,224264,40,60.5,39.5,3411,3,3,81361,1,1,54.99,1,1,54.99,0,0,0,0,54.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9806,TX,1,N,10,6.813410052,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P60,0,30,30,70,10.6,65.4,0.6,0.2,94.5,3.76,3.76,55.5,50.1,35,20.5,86.7,7.7,67332,63,65.2,34.8,1746,0,1,41315,1,1,1104.15,1,1,1104.15,0,0,0,0,1104.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9807,SC,2,N,36,11.03459475,1,21,0,1,0,0,0,0,0,0,0,0,0,1,0,1,56250,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,O51,0,37,23.4,76.6,14.6,80.6,14.6,0.4,6.1,2.7,2.7,66.3,34.8,26.3,40,5.2,12.4,173358,26,89.9,10.1,3563,6,6,73260,1,2,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9808,TX,1,Y,3,12.47726235,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17500,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O50,0,39,23,77,15.2,87.7,0.4,0.5,15.7,2.54,2.54,47.9,28.5,17.8,30.1,11,11.8,192278,42,58.6,41.4,3194,3,4,64141,1,1,679.99,1,1,679.99,0,0,679.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9809,SC,4,Y,39,7.729962363,0,29,0,1,0,0,0,1,0,0,0,0,0,1,0,1,56250,0,0,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,O51,0,38,23.8,76.2,16,77.7,15.7,1.2,7.5,2.56,2.56,59.5,35.1,25.9,33.5,4.6,12.8,189615,20,89.2,10.8,3870,8,6,75124,2,4,5028.82,0,0,0,3978.84,1049.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9810,CO,1,N,16,6.094292902,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D16,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,299.99,1,1,299.99,0,299.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9811,CA,3,N,35,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,3,99.99,0,0,0,0,0,0,0,0,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9812,TX,1,Y,4,7.299432089,0,69,0,0,1,0,0,0,0,0,0,0,1,1,0,1,56250,0,1,15,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,146,C14,0,29,33.8,66.2,7.1,56.4,15,10.5,34.7,3.39,3.39,66.5,54.9,42.2,24.3,18.5,12.7,178575,15,79.2,20.8,3656,6,6,86644,1,1,429.99,1,1,429.99,0,0,0,429.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9813,CA,1,N,31,21.43867467,0,72,0,1,0,0,0,0,0,0,0,0,1,1,0,1,131250,0,0,3,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,B10,0,36,25.4,74.6,8.2,54.9,5.3,21.9,33.3,3.37,3.37,61.9,48,35.3,26.7,32,12.9,457082,33,85.9,14.1,3770,6,6,111562,1,1,399.99,0,0,0,0,399.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9814,AZ,1,N,10,3.957033624,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27500,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R66,0,32,19.9,80.1,8.4,74.1,6.4,1.8,26.8,2.18,2.18,28.7,21,10.4,18.3,18.3,12.5,209090,61,40.7,59.3,2861,1,0,37716,1,1,720,1,1,720,0,0,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9815,AZ,1,N,4,8.944351894,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H28,0,35,27.9,72.1,10.1,75,4.6,4.5,28.2,3.06,3.06,67.3,48,36.6,30.7,6.9,13.1,235713,22,79.8,20.2,3759,6,6,88933,1,1,599.99,1,1,599.99,0,0,0,599.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9816,MI,2,N,25,24.34924358,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,181250,0,1,11,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,I30,0,46,19,81,14.1,95.4,0.5,0.4,1.3,2.87,2.87,68.7,32.3,27.7,41,1.8,12.1,278389,34,94.1,5.9,3445,5,7,91717,1,2,524.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524.98,0,0,0,0,0,0,0,0,0,0,0,0
9817,SC,1,N,1,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,249.99,1,1,249.99,0,0,0,249.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9818,NJ,2,N,-4,5.773500009,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,17500,0,0,2,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E20,0,41,25.7,74.3,13.6,80.7,6.8,6.4,9,2.92,2.92,62.2,41,31.8,30.4,8.8,12,220791,36,92.2,7.8,3728,5,5,107559,1,2,3298,1,2,3298,0,1599,0,1699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9819,PA,3,Y,18,67.53488872,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L42,0,,,,,,,,,,,,,,,,,,,,,,,,,2,3,4167,2,3,4167,2013,1599,0,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9820,VA,2,Y,13,8.529159194,0,36,0,1,0,0,0,0,0,0,1,0,0,1,0,1,156250,0,0,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,D15,0,42,21.2,78.8,18,81.6,12.3,1.6,3.8,2.53,2.53,52.5,33,22.1,30.3,0.8,12.2,254370,40,76.9,23.1,3697,5,4,90140,2,2,1649.09,2,2,1649.09,1169.1,479.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9821,MN,4,Y,-6,6.504260408,1,46,0,1,0,0,0,1,0,0,0,0,0,1,0,1,38750,0,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,193,P56,0,36,23.3,76.7,22,66.8,2.8,15.5,27.2,2.35,2.35,28.4,25.5,14.6,13.8,13.8,11.7,154075,78,48.5,51.5,2719,0,0,51110,2,4,1559.96,2,4,1559.96,0,249.99,0,1309.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9822,TX,1,Y,23,27.37521741,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Q65,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1999,1,1,1999,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9823,IL,3,N,-6,8.495806798,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4500,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,H27,0,35,28.3,71.7,10.9,78.7,5.9,8.8,13.1,2.98,2.98,61.2,47.5,35.4,25.8,4.4,12.8,238685,19,71.5,28.5,3862,6,7,109861,2,2,3798.01,2,2,3798.01,0,1999,0,1799.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9824,VA,3,N,11,19.82037461,0,57,1,0,0,0,0,1,0,0,0,0,0,1,0,1,56250,0,0,10,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,E20,0,41,22.9,77.1,13.4,84.9,8.2,1.6,4.4,2.76,2.76,64.9,40.2,30.7,34.2,4.2,14.3,290364,33,79.2,20.8,4301,8,5,97147,2,3,4972.99,2,3,4972.99,3599,1174,0,0,0,0,0,0,0,0,0,0,0,199.99,0,0,0,0,0,0,0,0,0,0,0,0
9825,AK,0,N,46,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,450,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9826,AR,2,Y,222,149.3074369,0,65,0,1,0,0,0,0,0,0,0,0,1,1,0,1,38750,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,E21,0,39,22.5,77.5,14.5,82.2,13.1,2.7,1.3,2.66,2.66,63.4,36.2,27.4,35.9,1.5,11.9,171295,28,82.2,17.8,3606,7,8,86138,2,2,44.98,0,0,0,0,0,0,14.99,0,0,0,29.99,0,0,0,0,0,0,0,0,0,14.99,0,0,0,1,0,0,0,1
9827,TX,0,N,37,1.538177602,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,131250,0,0,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,O51,0,29,25.7,74.3,10.2,54.6,32.5,7,12.5,2.53,2.53,35.5,36.6,13.8,21.8,6.4,12.7,186718,43,34.5,65.5,3249,4,2,49374,1,4,249.98,0,0,0,0,0,149.99,0,0,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9828,FL,0,N,25,15.18042476,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A04,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,424.99,0,0,0,0,0,0,424.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9829,OR,0,N,29,17.08315735,1,25,1,0,0,0,0,0,0,0,0,0,0,1,0,1,56250,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,F22,0,49,20.2,79.8,32.5,87.3,0.6,2.1,10.1,2.33,2.33,53.5,25.1,17.4,36.1,8.5,12.6,313840,22,70.4,29.6,3649,5,7,94304,1,1,349.99,0,0,0,0,0,349.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9830,OR,0,Y,263,2.85229013,1,41,0,1,0,0,0,0,0,0,0,0,0,1,0,1,106250,0,0,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,A03,0,38,22.6,77.4,10.2,68.7,2,23,4,2.88,2.88,67.6,43.9,37.1,30.5,5.1,15,600452,23,72.9,27.1,4424,9,9,144541,1,1,5.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9831,VA,0,N,30,0.506944608,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1799,0,0,0,0,0,1799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9832,VA,0,N,6,7.059697025,0,20,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4500,0,0,6,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R67,0,31,22.4,77.6,15.5,34.5,52.7,4.9,6.6,1.97,1.97,22.5,27,8.1,14.4,6.5,12.1,176118,30,23.6,76.4,3480,4,0,38689,1,1,99.99,1,1,99.99,0,0,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9833,TX,0,N,13,15.71362192,0,19,0,0,1,0,0,0,1,0,0,0,0,1,0,1,212500,0,0,14,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,D15,0,37,26.3,73.7,15.2,79.1,7.6,0.1,19.8,2.8,2.8,60.8,37.6,27.3,33.5,10.3,11.8,102860,28,80.8,19.2,3047,3,3,59746,1,2,99.98,1,2,99.98,0,0,0,99.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9834,GA,0,N,30,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,254.99,0,0,0,0,0,0,0,254.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9835,CT,0,N,32,74.81469558,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4500,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O54,0,40,17.2,82.8,16.1,82.3,6.5,1.4,13.4,2.08,2.08,35.5,22.9,12,23.5,12,11.9,182191,65,55.9,44.1,3196,2,2,78200,1,1,174.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.99,0,0,0,0,0,0,0,0,0,0,0,0
9836,TX,0,N,235,21.37951122,0,81,0,0,1,0,0,1,0,0,0,0,0,0,0,1,81250,1,0,15,2,2,1,0,0,0,5,4,0,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,6,7,0,Q64,0,32,30.7,69.3,10.4,74.8,4.4,0.6,34.9,3,3,57,42.7,29.4,27.6,20.3,11.7,78604,39,76.2,23.8,3051,3,3,55794,1,2,74.98,0,0,0,0,0,0,74.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9837,FL,0,N,35,3.022227932,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,212500,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O50,0,27,16.7,83.3,9.3,34.2,56.7,1.4,16,2.6,2.6,37.6,27.4,14.9,22.8,16.8,11.9,115808,51,45.6,54.4,2915,1,2,53842,1,1,169.99,0,0,0,0,169.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9838,FL,0,N,18,6.480655786,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H26,0,33,25.7,74.3,9.6,55.7,14.1,7,69.4,3.38,3.38,60,49.2,34,26,67.6,12.3,241166,17,69.5,30.5,3344,4,3,57237,1,1,505.75,1,1,505.75,0,0,0,0,0,0,0,0,0,0,505.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9839,FL,0,N,11,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,299.99,1,1,299.99,0,0,299.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9840,CA,0,N,36,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,759.98,0,0,0,0,0,0,759.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9841,TX,0,N,1,11.34533973,0,42,0,1,0,0,0,1,0,0,0,0,0,1,0,1,212500,0,1,10,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,313,A03,0,40,25.1,74.9,15.8,85.3,4.3,2.1,37.2,3.15,3.15,84.1,40.5,36.9,47.2,25.1,13.9,309250,8,95.9,4.1,4260,8,8,126163,1,2,149.98,1,2,149.98,0,0,149.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9842,MI,0,N,3,5.89139609,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,399.99,1,1,399.99,0,0,0,399.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9843,MI,0,N,-1,21.6910884,1,66,0,1,0,0,0,0,0,0,0,0,1,1,0,1,38750,0,0,2,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,F22,0,42,22.4,77.6,16.9,96.6,0.7,0.3,1.1,2.86,2.86,71,37,30.6,40.4,0.8,12.3,271490,40,89.9,10.1,3702,6,6,82182,1,1,161.99,1,1,161.99,0,0,0,161.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9844,TX,0,Y,31,23.26857804,0,28,0,1,0,0,0,0,0,1,0,0,0,1,0,0,106250,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N47,0,43,24.1,75.9,20.3,93.6,1.7,0.9,9.7,2.69,2.69,61.1,29.7,21.9,39.2,4.1,11.9,150178,32,82.3,17.7,3271,4,2,53484,1,1,3799,0,0,0,3799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
